property_id,property_type,district,size_sqm,rooms,energy_class,asking_price_eur,intake_date,listed_date,days_to_publish,agent_id,status
RK-0480,Apartment,Hamburg-Eppendorf,64,3,C,308000,2025-04-29,2025-05-08,9,Agent_25,Active
RK-0481,Apartment,Hamburg-St. Pauli,50,4,A+,224000,2025-04-30,2025-05-17,17,Agent_02,Withdrawn
RK-0482,Apartment,Hamburg-Wandsbek,55,3,D,294000,2025-04-11,2025-04-27,16,Agent_06,Sold
RK-0483,Apartment,Hamburg-HafenCity,115,2,A,658000,2025-09-18,2025-10-03,15,Agent_08,Sold
RK-0484,Apartment,Hamburg-Ottensen,51,3,A,195000,2024-02-15,2024-03-03,17,Agent_36,Active
RK-0485,Apartment,Hamburg-Bergedorf,86,4,C,406000,2025-10-08,2025-10-24,16,Agent_14,Withdrawn
RK-0486,Commercial,Hamburg-Bergedorf,344,3,B,938000,2025-02-20,2025-03-06,14,Agent_19,Active
RK-0487,Penthouse,Hamburg-Altona,118,3,A,807000,2024-06-10,2024-06-12,2,Agent_22,Active
RK-0488,Apartment,Hamburg-Winterhude,126,4,E,583000,2024-08-04,2024-08-08,4,Agent_22,Active
RK-0489,Apartment,Hamburg-Winterhude,58,3,A,353000,2024-11-10,2024-11-30,20,Agent_09,Active
RK-0490,House,Hamburg-Bergedorf,174,5,C,1075000,2024-10-24,2024-10-26,2,Agent_13,Sold
RK-0491,Apartment,Hamburg-Ottensen,70,3,D,397000,2024-06-18,2024-07-07,19,Agent_31,Sold
RK-0492,Apartment,Hamburg-HafenCity,105,2,E,597000,2024-05-07,2024-05-23,16,Agent_46,Sold
RK-0493,Commercial,Hamburg-St. Pauli,434,5,A+,1975000,2024-11-07,2024-11-22,15,Agent_50,Withdrawn
RK-0494,Studio,Hamburg-Altona,20,1,C,91000,2024-06-19,2024-06-29,10,Agent_07,Sold
RK-0495,Apartment,Hamburg-St. Pauli,114,4,B,569000,2024-11-13,2024-11-26,13,Agent_03,Withdrawn
RK-0496,Studio,Hamburg-St. Pauli,36,1,D,168000,2024-10-22,2024-11-11,20,Agent_38,Active
RK-0497,House,Hamburg-Ottensen,139,5,C,725000,2024-12-16,2024-12-26,10,Agent_47,Active
RK-0498,Apartment,Hamburg-Blankenese,66,3,A,397000,2024-06-06,2024-06-08,2,Agent_12,Active
RK-0499,House,Hamburg-Blankenese,275,4,C,1171000,2025-07-30,2025-07-31,1,Agent_36,Sold
RK-0500,Commercial,Hamburg-Winterhude,253,5,C,766000,2025-06-02,2025-06-07,5,Agent_28,Sold
